company_id,company_cik,company_composite_figi,company_market_locale,company_share_class_figi,company_asset_type,company_ticker,company_name
2275,0001552740,BBG00DVWC5R2,us,BBG00DVWC5S1,stocks,ISHP,First Trust Exchange-Traded Fund VI First Trust S-Network E-Commerce ETF
2276,0001558569,BBG00734QDL2,us,BBG00734QDM1,stocks,ISPC,iSpecimen Inc. Common Stock
2277,0001820566,BBG00XWZB0D7,us,BBG00XWZB0F5,stocks,ISPO,Inspirato Incorporated Class A Common Stock
2278,0001820566,BBG00Z61P1H5,us,,stocks,ISPOW,Inspirato Incorporated Warrant
2279,0001948455,BBG01DR6S3G3,us,BBG01DR6S4R9,stocks,ISPR,Ispire Technology Inc. Common Stock
2280,0001035267,BBG000BJPDZ1,us,BBG001S7XR78,stocks,ISRG,Intuitive Surgical Inc.
2281,0001915328,,us,,stocks,ISRL,Israel Acquisitions Corp Class A Ordinary Shares
2282,0001915328,,us,,stocks,ISRLU,Israel Acquisitions Corp Unit
2283,0001915328,,us,,stocks,ISRLW,Israel Acquisitions Corp Warrant
2284,0000836690,BBG000BF1Z04,us,BBG001S8H2T5,stocks,ISSC,Innovative Solutions & Support
2285,0001100663,BBG003HC6HN9,us,BBG003HC6JD6,stocks,ISTB,iShares Core 1-5 Year USD Bond ETF of iShares Trust
2286,0001602658,BBG0062RX864,us,BBG0062RX882,stocks,ISTR,Investar Holding Corporation
2287,0001567514,BBG0026ZFZC4,us,BBG0026ZFZD3,stocks,ITCI,Intra-Cellular Therapies Inc.
2288,0000720858,BBG000BM9CT1,us,BBG001S5SDL3,stocks,ITIC,Investors Title Co
2289,0001808865,BBG00VPNFSJ5,us,BBG00VPNFT94,stocks,ITOS,"iTeos Therapeutics, Inc. Common Stock"
2290,0000780571,BBG000BD2167,us,BBG001S6DJQ9,stocks,ITRI,Itron Inc
2291,0001659323,,us,,stocks,ITRM,Iterum Therapeutics plc Ordinary Share
2292,0001337117,,us,,stocks,ITRN,Ituran Location and Control Ltd.
2293,0001657201,BBG00LY8KD98,us,BBG00LY8KF11,stocks,IUS,Invesco Exchange-Traded Self-Indexed Fund Trust Invesco RAFI Strategic US ETF
2294,0001100663,BBG006MJCSX9,us,BBG006MJCSW0,stocks,IUSB,iShares Core Total USD Bond Market ETF
2295,0001100663,BBG000C18HW2,us,BBG001SFQL99,stocks,IUSG,iShares Core S&P U.S. Growth ETF
2296,0001100663,BBG000C183Y1,us,BBG001SFQL80,stocks,IUSV,iShares Core S&P U.S. Value ETF
2297,0001756594,BBG00VM4C335,us,BBG00VM4C3W3,stocks,IVA,Inventiva S.A. American Depository Shares
2298,0001001902,BBG000FN4V45,us,BBG001S8LS13,stocks,IVAC,Intevac Inc
2299,,BBG007QVF0P3,us,BBG007QVF0Q2,stocks,IVAL,Alpha Architect International Quantitative Value ETF
2300,0001852889,,us,,stocks,IVCA,Investcorp AI Acquisition Corp. Class A Ordinary Share
2301,0001852889,,us,,stocks,IVCAU,Investcorp AI Acquisition Corp. Unit
2302,0001852889,,us,,stocks,IVCAW,Investcorp AI Acquisition Corp. Warrant
2303,0001857410,,us,,stocks,IVCB,Investcorp Europe Acquisition Corp I Class A Ordinary Shares
2304,0001857410,,us,,stocks,IVCBU,Investcorp Europe Acquisition Corp I Unit
2305,0001857410,,us,,stocks,IVCBW,Investcorp Europe Acquisition Corp I Warrant
2306,0001845123,,us,,stocks,IVCP,Swiftmerge Acquisition Corp. Class A Ordinary Share
2307,0001845123,,us,,stocks,IVCPU,Swiftmerge Acquisition Corp. Unit
2308,0001845123,,us,,stocks,IVCPW,Swiftmerge Acquisition Corp. Warrants
2309,0001397183,BBG000QWBG75,us,BBG001SSRFZ4,stocks,IVDA,"Iveda Solutions, Inc. Common Stock"
2310,0001397183,BBG016GDTF31,us,,stocks,IVDAW,"Iveda Solutions, Inc. Warrant"
2311,0001100663,BBG016ZG8RT2,us,BBG016ZG8SN6,stocks,IVEG,iShares Emergent Food and AgTech Multisector ETF
2312,0001939365,BBG01G66Z3T7,us,BBG01G66Z3V4,stocks,IVP,"Inspire Veterinary Partners, Inc. Class A Common Stock"
2313,0001832038,BBG00W4ML039,us,BBG00W4ML048,stocks,IVVD,"Invivyd, Inc. Common Stock"
2314,0001100663,BBG019R0B293,us,BBG019R0B346,stocks,IWTR,iShares MSCI Water Management Multisector ETF
2315,0001873875,BBG01J0814Y2,us,BBG01J0814Z1,stocks,IXHL,Incannex Healthcare Limited American Depositary Shares
2316,0001100663,BBG003H6TM38,us,BBG003H6TMV7,stocks,IXUS,iShares Core MSCI Total International Stock ETF
2317,0001495231,BBG0018XMPL3,us,BBG001STRP71,stocks,IZEA,"IZEA Worldwide, Inc. Common Stock"
2318,0001854572,,us,,stocks,IZM,ICZOOM Group Inc. Class A Ordinary Shares
2319,0002010788,BBG01LFVT4P0,us,BBG01LFVT5J4,stocks,IZTC,Invizyne Technologies Inc. Common Stock
2320,0000807882,BBG000GZYVY1,us,BBG001SDBB01,stocks,JACK,Jack in the Box Inc.
2321,0001585608,BBG005Z20406,us,BBG005Z205T2,stocks,JAGX,"Jaguar Health, Inc."
2322,0001009829,BBG000GPK708,us,BBG001S8ZPR6,stocks,JAKK,Jakks Pacific Inc
2323,0001721947,BBG00VSYYVB8,us,BBG00VSYYVC7,stocks,JAMF,Jamf Holding Corp. Common Stock
2324,0001817713,BBG00ZHSKH11,us,BBG00ZHSKH39,stocks,JANX,"Janux Therapeutics, Inc. Common Stock"
2325,0001232524,,us,,stocks,JAZZ,"Jazz Pharmaceuticals, Inc."
2326,0001964314,,us,,stocks,JBDI,JBDI Holdings Limited Ordinary Shares
2327,0000728535,BBG000BMDBZ1,us,BBG001S5SFY4,stocks,JBHT,JB Hunt Transport Services Inc
2328,0001158463,BBG000BRQ6L2,us,BBG001S9YPC1,stocks,JBLU,JetBlue Airways Corp
2329,0000880117,BBG000CHPMY5,us,BBG001S6WMC6,stocks,JBSS,John B. Sanfilippo & SON
2330,0001905511,,us,,stocks,JCSE,JE Cleantech Holdings Limited Ordinary Shares
2331,0000885307,BBG000BKNVV4,us,BBG001S77TL7,stocks,JCTC,Jewett-Cameron Trading
2332,0001549802,BBG005YHY0Q7,us,BBG005YHY0R6,stocks,JD,"JD.com, Inc."
2333,0001485894,BBG01JNQF221,us,BBG01JNQF2X7,stocks,JDOC,JPMorgan Healthcare Leaders ETF
2334,0001976908,,us,,stocks,JDZG,JIADE LIMITED Common stock
2335,0001485894,BBG016NKZDL5,us,BBG016NKZFF7,stocks,JEPQ,J.P. Morgan Nasdaq Equity Premium Income ETF
2336,0001885408,,us,,stocks,JFBR,Jeffs' Brands Ltd Ordinary Shares
2337,0001885408,,us,,stocks,JFBRW,Jeffs' Brands Ltd Warrant
2338,0001743102,BBG00MV5JPY2,us,BBG00MV5JQX1,stocks,JFIN,Jiayin Group Inc. American Depositary Shares
2339,0001619544,BBG00JH7WJL4,us,BBG00JH7WJN2,stocks,JFU,9F Inc. American Depositary Shares
2340,0001737339,BBG00LBL86W7,us,BBG00LBL86X6,stocks,JG,Aurora Mobile Limited American Depositary Shares
2341,0001485894,BBG01J1LP430,us,BBG01J1LP500,stocks,JGLO,JPMorgan Global Select Equity ETF
2342,0001485894,BBG01J1R8GQ4,us,BBG01J1R8HL7,stocks,JIVE,JPMorgan International Value ETF
2343,0000785956,BBG000BMGPW0,us,BBG001S5SH98,stocks,JJSF,J&J Snack Foods Corp
2344,0000779152,BBG000BMH2Q7,us,BBG001S5SHB5,stocks,JKHY,Henry (Jack) & Associates
2345,0001948436,,us,,stocks,JL,J-Long Group Limited Ordinary Shares
2346,0001500604,BBG01PQG1GS2,us,BBG01PQG1HP3,stocks,JMID,Janus Henderson Mid Cap Growth Alpha ETF
2347,0001710482,BBG000LM3ZW1,us,BBG001SQ2ZD5,stocks,JMSB,"John Marshall Bancorp, Inc. Common Stock"
2348,0001805526,BBG01B2HGF49,us,BBG01B2HGG01,stocks,JNVR,Janover Inc. Common Stock
2349,0000788329,BBG000HCXFS4,us,BBG001SD39D1,stocks,JOUT,Johnson Outdoors Inc
2350,0001485894,BBG01H4ZM8D3,us,BBG01H4ZM978,stocks,JPEF,JPMorgan Equity Focus ETF
2351,0001696558,BBG00HWHP8Q6,us,BBG00HWHP9F6,stocks,JRSH,"Jerash Holdings (US), Inc. Common Stock"
2352,0001620459,,us,,stocks,JRVR,"James River Group Holdings, Ltd"
2353,0001593538,,us,,stocks,JSM,"Navient Corporation 6% Senior Notes due December 15, 2043"
2354,0001500604,BBG00C9Y3BC8,us,BBG00C9Y3BD7,stocks,JSMD,Janus Detroit Street Trust Janus Henderson Small/Mid Cap Growth Alpha ETF
2355,0001500604,BBG00C9Y3D70,us,BBG00C9Y3D89,stocks,JSML,Janus Detroit Street Trust Janus Henderson Small Cap Growth Alpha ETF
2356,0001788028,BBG00QPZNP97,us,BBG00QPZNPB4,stocks,JSPR,"Jasper Therapeutics, Inc. Common Stock"
2357,0001788028,BBG00RBFC714,us,,stocks,JSPRW,"Japer Therapeutics, Inc. Warrants"
2358,0001861622,BBG011WGWJC5,us,BBG011WGWJD4,stocks,JTAI,Jet.AI Inc. Common Stock
2359,0001485894,BBG01J9W2870,us,BBG01J9W2923,stocks,JTEK,JPMorgan U.S. Tech Leaders ETF
2360,0001897087,,us,,stocks,JUNE,Junee Limited Ordinary Shares
2361,0001007019,BBG000GB7DC8,us,BBG001SJVMC9,stocks,JVA,"Coffee Holding Co., Inc."
2362,0001866001,,us,,stocks,JVSA,JV SPAC Acquisition Corp. Class A Ordinary Share
2363,0001866001,,us,,stocks,JVSAR,JV SPAC Acquisition Corp. Right
2364,0001866001,,us,,stocks,JVSAU,JVSPAC Acquisition Corp. Unit
2365,0001805594,,us,,stocks,JWEL,Jowell Global Ltd. Ordinary Shares
2366,0001546383,,us,,stocks,JXJT,JX Luxventure Limited Common Stock
2367,0001938186,,us,,stocks,JYD,Jayud Global Logistics Limited Class A Ordinary Shares
2368,0001612630,BBG0074VSJJ9,us,BBG0074VSJK7,stocks,JYNT,The Joint Corp.
2369,0001852440,BBG011RWD4Z5,us,BBG011RWD5T9,stocks,JZ,Jianzhi Education Technology Group Company Limited American Depositary Shares
2370,0001816172,,us,,stocks,JZXN,"Jiuzi Holdings, Inc. Ordinary Shares"
2371,0001865468,,us,,stocks,KACL,Kairous Acquisition Corp. Limited Ordinary Shares
2372,0001865468,,us,,stocks,KACLR,Kairous Acquisition Corp. Limited Rights
2373,0001865468,,us,,stocks,KACLU,Kairous Acquisition Corp. Limited Unit
2374,0001865468,,us,,stocks,KACLW,Kairous Acquisition Corp. Limited Warrants
2375,0001479419,BBG001J2MVT8,us,BBG001V0GBM6,stocks,KALA,"KALA BIO, Inc. Common Stock"
2376,0000811596,BBG000PKZDX4,us,BBG001SR3GT7,stocks,KALU,Kaiser Aluminum Corporation
2377,0001348911,BBG0026ZG5B0,us,BBG0026ZG5C9,stocks,KALV,"KalVista Pharmaceuticals, Inc. Common Stock"
2378,0001828102,,us,,stocks,KARO,Karooooo Ltd. Ordinary Shares
2379,0001762239,BBG000DXDDN4,us,BBG001SN7CQ4,stocks,KAVL,"Kaival Brands Innovations Group, Inc"
2380,0000914208,BBG0027F1TD5,us,BBG0027F1V40,stocks,KBWB,Invesco KBW Bank ETF
2381,0000914208,BBG0019RG812,us,BBG001TG54G9,stocks,KBWD,Invesco KBW High Dividend Yield Financial ETF
2382,0000914208,BBG0019RGBH8,us,BBG001TG54V2,stocks,KBWP,Invesco KBW Property & Casualty Insurance ETF
2383,0001378872,BBG0027F1VF8,us,BBG0027F1W57,stocks,KBWR,Invesco KBW Regional Banking ETF
2384,0001378872,BBG0019RG705,us,BBG001TG54F0,stocks,KBWY,Invesco KBW Premium Yield Equity REIT ETF
2385,0001795589,BBG00R6T4PQ2,us,BBG00R6T4QG1,stocks,KC,Kingsoft Cloud Holdings Limited American Depositary Shares
2386,0001946573,BBG01JG7HH99,us,BBG01JG7HJ40,stocks,KDLY,"Kindly MD, Inc. Common Stock"
2387,0001946573,BBG01N53TCF2,us,,stocks,KDLYW,"Kindly MD, Inc. Warrants"
2388,0001418135,BBG000TJM7F0,us,BBG001ST5W34,stocks,KDP,Keurig Dr Pepper Inc.
2389,0001606757,BBG0018DT0K6,us,BBG001TCYZ77,stocks,KE,"Kimball Electronics, Inc."
2390,,BBG01LW2GX93,us,BBG01LW2GY73,stocks,KEAT,Keating Active ETF
2391,0000055135,BBG000BMNC97,us,BBG001S5SKH2,stocks,KELYA,Kelly Services Inc
2392,0000055135,BBG000BMNSN6,us,BBG001S5SKJ0,stocks,KELYB,Kelly Services Inc
2393,0000055529,BBG000BMQ161,us,BBG001S5SKR1,stocks,KEQU,Kewaunee Scientific Corp
2394,0001297341,BBG000BWD8Y7,us,BBG001SJ7L56,stocks,KFFB,Kentucky First Federal Bancorp
2395,0001477081,BBG000BBJWV7,us,BBG001S7JCD0,stocks,KGEI,Kolibri Global Energy Inc. Common Stock
2396,0001637459,BBG005CPNTQ2,us,BBG005CPNTR1,stocks,KHC,The Kraft Heinz Company Common Stock
2397,0001425450,BBG00HFFRW39,us,BBG00HFFRW48,stocks,KIDS,OrthoPediatrics Corp. Common Stock
2398,0000033992,BBG000G21FS2,us,BBG001SCHWG4,stocks,KINS,"Kingstone Companies, Inc."
2399,0001056285,BBG000GMDQ01,us,BBG001SD3JR4,stocks,KIRK,Kirkland's Inc
2400,0001849820,BBG0118T6971,us,BBG0118T6980,stocks,KITT,"Nauticus Robotics, Inc. Common stock"
2401,0001849820,BBG01219BDW7,us,,stocks,KITTW,"Nauticus Robotics, Inc Warrant"
2402,0000319201,BBG000BMTFR4,us,BBG001S5SLM4,stocks,KLAC,KLA Corporation Common Stock
2403,0000056978,BBG000BMTX31,us,BBG001S5SLP1,stocks,KLIC,Kulicke & Soffa Industries Inc
2404,0001907223,BBG015Z249H2,us,BBG015Z24BT4,stocks,KLTO,"Klotho Neurosciences, Inc. Common Stock"
2405,0001907223,BBG01731YSN3,us,,stocks,KLTOW,"Klotho Neurosciences, Inc. Warrant"
2406,0001432133,BBG001J2MBS3,us,BBG001V0G9Z7,stocks,KLTR,"Kaltura, Inc. Common Stock"
2407,0001738827,BBG00KTFHJJ0,us,BBG00KTFHJK8,stocks,KLXE,"KLX Energy Services Holdings, Inc. Common Stock"
2408,0001567529,,us,,stocks,KMDA,Kamada Ltd
2409,0001720250,,us,,stocks,KNDI,"Kandi Technologies Group, Inc. Ordinary Shares"
2410,0001552740,BBG00GY1J2X3,us,BBG00GY1J3M3,stocks,KNGZ,First Trust Exchange-Traded Fund VI First Trust S&P 500 Diversified Dividend Aristocrats ETF
2411,0001730430,,us,,stocks,KNSA,"Kiniksa Pharmaceuticals International, plc Class A Ordinary Shares"
2412,0001468748,BBG00BVR0D02,us,BBG00BVR0D11,stocks,KOD,Kodiak Sciences Inc Common Stock
2413,0000771266,BBG000C2SBZ8,us,BBG001S6DD46,stocks,KOPN,Kopin Corp
2414,0000056701,BBG000BMXYW2,us,BBG001S5SMZ8,stocks,KOSS,Koss Corp
2415,0001785424,BBG00QPZDFX3,us,BBG00QPZDG07,stocks,KPLT,"Katapult Holdings, Inc. Common Stock"
2416,0001785424,BBG00R4SJ888,us,,stocks,KPLTW,"Katapult Holdings, Inc. Warrant"
2417,0001372514,BBG0083Y1PH9,us,BBG0083Y1Q78,stocks,KPRX,"Kiora Pharmaceuticals, Inc. Common Stock"
2418,0001503802,BBG001J272L7,us,BBG001V0G6X5,stocks,KPTI,Karyopharm Therapeutics Inc.
2419,,BBG01NQ6JQB6,us,BBG01NQ6JR79,stocks,KQQQ,Kurv Technology Titans Select ETF
2420,0001779476,BBG00QG35TS9,us,BBG00QG35VJ4,stocks,KRKR,36Kr Holdings Inc. American Depositary Shares
2421,0001432353,BBG00D9VXRB5,us,BBG00D9VXRC4,stocks,KRMA,Global X Conscious Companies ETF
2422,0000704440,BBG000D94144,us,BBG001S7QTX3,stocks,KRMD,"KORU Medical Systems, Inc. Common Stock (DE)"
2423,0001625791,,us,,stocks,KRNT,Kornit Digital Ltd.
2424,0001617242,BBG008N1HXP6,us,BBG008N1HXQ5,stocks,KRNY,Kearny Financial Corporation
2425,0001741830,BBG00L072923,us,BBG00L072932,stocks,KRON,"Kronos Bio, Inc. Common Stock"
2426,0001432353,BBG011RVC521,us,BBG011RVC5X7,stocks,KROP,Global X AgTech & Food Innovation ETF
2427,0001664710,BBG00H1HP9G9,us,BBG00H1HP9H8,stocks,KROS,"Keros Therapeutics, Inc. Common Stock"
2428,0001703647,BBG00GFMTC38,us,BBG00GFMTC47,stocks,KRRO,"Korro Bio, Inc. Common Stock"
2429,0001758021,BBG00Q9MSFC7,us,BBG00Q9MSFD6,stocks,KRT,Karat Packaging Inc. Common Stock
2430,0001772177,BBG00PNFJ521,us,BBG00PNFJ530,stocks,KRUS,"Kura Sushi USA, Inc. Class A Common Stock"
2431,0001711279,BBG00HDGRHH7,us,BBG00HDGRHJ5,stocks,KRYS,"Krystal Biotech, Inc. Common Stock"
2432,0001600983,BBG0062BX7Y0,us,BBG0062BX8L2,stocks,KSCP,"Knightscope, Inc. Class A Common Stock"
2433,0001985487,BBG00NNN9QQ8,us,BBG00QD4Z4X6,stocks,KSPI,Joint Stock Company Kaspi.kz American Depository Shares
2434,0000719733,BBG000BMZXV3,us,BBG001S5SNK2,stocks,KTCC,KEY Tronic Corp
2435,0001069258,BBG000C1HQ43,us,BBG001SD5VL1,stocks,KTOS,"Kratos Defense & Security Solutions, Inc."
2436,0001841330,BBG01018ZGY8,us,BBG01018ZHS3,stocks,KTTA,Pasithea Therapeutics Corp. Common Stock
2437,0001841330,BBG01231TZF3,us,,stocks,KTTAW,Pasithea Therapeutics Corp. Warrants
2438,0001422143,BBG008974342,us,BBG008974351,stocks,KURA,"Kura Oncology, Inc."
2439,0001889983,,us,,stocks,KVAC,Keen Vision Acquisition Corporation Ordinary Shares
2440,0001889983,,us,,stocks,KVACU,Keen Vision Acquisition Corporation Units
2441,0001889983,,us,,stocks,KVACW,Keen Vision Acquisition Corporation Warrant
2442,0001007587,BBG000C1TMY6,us,BBG001S7QMX8,stocks,KVHI,KVH Industries Inc
2443,0001889823,BBG00Y2J0X44,us,BBG00K56JPN5,stocks,KWE,KWESST Micro Systems Inc. Common Stock
2444,0001889823,BBG01BTSQR85,us,,stocks,KWESW,KWESST Micro Systems Inc. warrant
2445,0001713539,,us,,stocks,KXIN,Kaixin Holdings Ordinary Shares
2446,0001815442,BBG00SDHC8D1,us,BBG00SDHC8F9,stocks,KYMR,"Kymera Therapeutics, Inc. Common Stock"
2447,0001994702,BBG00RCYMHR1,us,BBG00RCYMHS0,stocks,KYTX,"Kyverna Therapeutics, Inc. Common Stock"
2448,0001075880,BBG000KC7878,us,BBG001SCPMJ4,stocks,KZIA,Kazia Therapeutics Limited American Depositary Shares
2449,0001645666,BBG009DVZVV6,us,BBG009DVZVW5,stocks,KZR,"Kezar Life Sciences, Inc. Common Stock"
2450,0001162194,BBG000S8WQB6,us,BBG001T0FDP3,stocks,LAB,Standard BioTools Inc. Common Stock
2451,0001951222,,us,,stocks,LAES,SEALSQ Corp Ordinary Shares
2452,0000798081,BBG000BN1807,us,BBG001S5SPK7,stocks,LAKE,Lakeland Industries Inc
2453,0001090425,BBG000FGMKY1,us,BBG001S8KJC2,stocks,LAMR,Lamar Advertising Co
2454,0000057515,BBG000BN1M88,us,BBG001S5SPQ1,stocks,LANC,Lancaster Colony Corp
2455,0001495240,BBG0014JY842,us,BBG001TB7TR1,stocks,LAND,Gladstone Land Corporation
2456,0001495240,,us,,stocks,LANDM,Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock
2457,0001495240,,us,,stocks,LANDO,Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock
2458,0001495240,,us,,stocks,LANDP,Gladstone Land Corporation 6.00% Series C Cumulative Redeemable Preferred Stock
2459,0001141688,BBG000BJYZD6,us,BBG001S742Q4,stocks,LARK,Landmark Bancorp Inc
2460,0001807887,BBG013KLFXW9,us,BBG013KLFYR3,stocks,LASE,Laser Photonics Corporation Common Stock
2461,0001124796,BBG0020BCPX5,us,BBG0020BCPY4,stocks,LASR,"nLIGHT, Inc. Common Stock"
2462,0001868269,,us,,stocks,LATG,Chenghe Acquisition I Co. Class A Ordinary Shares
2463,0001868269,,us,,stocks,LATGU,Chenghe Acquisition I Co. Unit
2464,0000912766,BBG00B4Z2YX0,us,BBG00B4Z2YY9,stocks,LAUR,"Laureate Education, Inc. Common Stock"
2465,0001758057,BBG00MS90LK2,us,BBG00MS90LM0,stocks,LAZR,"Luminar Technologies, Inc. Class A Common Stock"
2466,0001896425,,us,,stocks,LBGJ,Li Bang International Corporation Inc. Ordinary Shares
2467,0001832168,BBG00Y0BJ9N5,us,BBG00Y0BJ9Q2,stocks,LBPH,"Longboard Pharmaceuticals, Inc. Common Stock"
2468,0001611983,BBG006GNRZ83,us,BBG006GNRZ92,stocks,LBRDA,Liberty Broadband Corporation Class A
2469,0001611983,BBG006GNSZW5,us,BBG006GNSZX4,stocks,LBRDK,Liberty Broadband Corporation Class C
2470,0001611983,,us,,stocks,LBRDP,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock
2471,0001570585,,us,,stocks,LBTYA,Liberty Global Ltd. Class A Common Shares
2472,0001570585,,us,,stocks,LBTYB,Liberty Global Ltd. Class B Common Shares
2473,0001570585,,us,,stocks,LBTYK,Liberty Global Ltd. Class C Common Shares
2474,0001485894,BBG01NWV8FD8,us,BBG01NWV8G73,stocks,LCDS,JPMorgan Fundamental Data Science Large Core ETF
2475,0001875547,,us,,stocks,LCFY,Locafy Limited Ordinary Share
2476,0001875547,,us,,stocks,LCFYW,Locafy Limited Warrant
2477,0001811210,BBG00W7F99V5,us,BBG00W7F99W4,stocks,LCID,"Lucid Group, Inc. Common Stock"
2478,0001074902,BBG000BB34W5,us,BBG001S5SQM3,stocks,LCNB,LCNB Corporation
2479,0000874396,BBG000C706J6,us,BBG001S6PWM1,stocks,LCUT,"Lifetime Brands, Inc."
2480,0001100663,BBG00RMS4FG9,us,BBG00RMS4GK2,stocks,LDEM,iShares ESG MSCI EM Leaders ETF
2481,0001552740,BBG00MZ7KP45,us,BBG00MZ7KPW4,stocks,LDSF,First Trust Low Duration Strategic Focus ETF
2482,0001981462,BBG01J9V68N0,us,BBG01J9V68P8,stocks,LDTC,LeddarTech Holdings Inc. Common Shares
2483,0001981462,BBG01JH2F579,us,,stocks,LDTCW,LeddarTech Holdings Inc. Warrants
2484,0000875355,BBG000CBDQY2,us,BBG001S6SB08,stocks,LDWY,"Lendway, Inc. Common Stock (DE)"
2485,0000799288,BBG005P337D1,us,BBG005P337F9,stocks,LE,"Lands' End, Inc. Common Stock"
2486,0000059527,BBG000BB72K8,us,BBG001S5TV87,stocks,LECO,Lincoln Electric Holdings Inc
2487,0001333822,BBG0014JY744,us,BBG001TB7TM6,stocks,LEDS,SemiLEDS Corporation
2488,0000058361,BBG000BN4PM2,us,BBG001S5SRF9,stocks,LEE,"Lee Enterprises, Inc."
2489,0001436208,BBG00MJDR6J9,us,BBG00MJDR6K7,stocks,LEGH,Legacy Housing Corporation Common Stock
2490,0001801198,BBG00TTGH5W4,us,BBG00TTGH6N2,stocks,LEGN,Legend Biotech Corporation American Depositary Shares
2491,0001552740,BBG00JSKZT83,us,BBG00JSKZTZ3,stocks,LEGR,First Trust Indxx Innovative Transaction & Process ETF
2492,0001815776,BBG00XDH4NZ2,us,BBG00XDH4P05,stocks,LENZ,"LENZ Therapeutics, Inc. Common Stock"
2493,0001821806,BBG00XS6TTT7,us,BBG00XS6TVN8,stocks,LESL,"Leslie's, Inc. Common Stock"
2494,0001348362,BBG000JQHT18,us,BBG001SBJ1Q1,stocks,LEXX,Lexaria Bioscience Corp. Common Stock
2495,0001348362,BBG00YTSHLB5,us,,stocks,LEXXW,Lexaria Bioscience Corp. Warrant
2496,0001005286,BBG000G1FS10,us,BBG001S7VTL0,stocks,LFCR,"Lifecore Biomedical, Inc. Common Stock"
2497,0001785592,BBG00QRCJZV4,us,BBG00QRCJZW3,stocks,LFLY,"Leafly Holdings, Inc. Common Stock"
2498,0001785592,BBG00R2JGTK3,us,,stocks,LFLYW,"Leafly Holdings, Inc. Warrant"
2499,0000948320,BBG000CMD5D7,us,BBG001S5Z6Z5,stocks,LFMD,"LifeMD, Inc. Common Stock"
2500,0000948320,,us,,stocks,LFMDP,"LifeMD, Inc. 8.875% Series A Cumulative Perpetual Preferred Stock"
2501,,BBG01QKL6LW4,us,BBG01QKL6MT6,stocks,LFSC,F/m Emerald Life Sciences Innovation ETF
2502,0001845257,BBG01138DGZ7,us,BBG01138DHT2,stocks,LFST,"LifeStance Health Group, Inc. Common Stock"
2503,0000889331,BBG000BGFGT8,us,BBG001S744B6,stocks,LFUS,Littelfuse Inc
2504,0000849146,BBG000CDJHR0,us,BBG001S6TDX7,stocks,LFVN,Lifevantage Corporation Common Stock (Delaware)
2505,0001607962,,us,,stocks,LFWD,Lifeward Ltd. Ordinary Shares
2506,0001969401,,us,,stocks,LGCB,Linkage Global Inc Class A Ordinary Shares
2507,0001954694,,us,,stocks,LGCL,Lucas GC Limited Ordinary Shares
2508,0001806524,BBG00STB3HL8,us,BBG00STB3HM7,stocks,LGHL,Lion Group Holding Ltd. American Depositary Share
2509,0001806524,BBG00SXJJSM4,us,,stocks,LGHLW,Lion Group Holding Ltd. Warrant
2510,0001580670,BBG0056655S1,us,BBG0056655T0,stocks,LGIH,"LGI Homes, Inc."
2511,0001566826,BBG0043BXM26,us,BBG0043BXM35,stocks,LGMK,"LogicMark, Inc. Common Stock (NV)"
2512,0000886163,BBG000BKF014,us,BBG001S8CH99,stocks,LGND,Ligand Pharmaceuticals Inc.
2513,0001400438,BBG000HVWQH1,us,BBG001S6KXR9,stocks,LGO,Largo Inc. Common Shares
2514,0001414040,BBG01J1QQFC3,us,BBG01J1QQG68,stocks,LGRO,Level Four Large Cap Growth Active ETF
2515,0000713425,BBG000BBWFN8,us,BBG001S5NPN9,stocks,LGTY,"Logility Supply Chain Solutions, Inc. Common Stock"
2516,0001721484,BBG00YZ6JHT4,us,BBG00YZ6JJN6,stocks,LGVN,Longeveron Inc. Common Stock
2517,0001791706,BBG00W0KZD98,us,BBG00W0KZF57,stocks,LI,Li Auto Inc. American Depositary Shares
2518,0001876766,,us,,stocks,LICN,Lichen China Limited Class A Ordinary Shares
2519,0001818644,BBG00YQ7K5L4,us,BBG00YQ7K6F9,stocks,LIDR,"AEye, Inc. Class A Common Stock"
2520,0001818644,BBG00YQ7LLN6,us,,stocks,LIDRW,"AEye, Inc. Warrant"
2521,0001843162,BBG011K51BR7,us,BBG011K51CL1,stocks,LIEN,"Chicago Atlantic BDC, Inc. Common Stock"
2522,0001581760,BBG00256NGB3,us,BBG00256NGD1,stocks,LIF,"Life360, Inc. Common Stock"
2523,0001802450,BBG00WK5X0K6,us,BBG00WK5X0L5,stocks,LIFW,"MSP Recovery, Inc. Class A Common Stock"
2524,0001802450,BBG017QYMJL1,us,,stocks,LIFWW,"MSP Recovery, Inc. Warrant"
2525,0001802450,BBG00XTVY1F1,us,,stocks,LIFWZ,"MSP Recovery, Inc. Warrant"
2526,0001712184,,us,,stocks,LILA,Liberty Latin America Ltd. Class A Common Stock
2527,0001712184,,us,,stocks,LILAK,Liberty Latin America Ltd. Class C Common Stock
2528,0001707925,,us,,stocks,LIN,Linde plc Ordinary Share
2529,0001286613,BBG000GM1PH8,us,BBG001SH9DM7,stocks,LINC,Lincoln Educational Services
2530,0001512499,BBG004MDWKS8,us,BBG004MDWKT7,stocks,LIND,Lindblad Expeditions Holdings Inc. Common Stock
